date,region,cases,deaths,lag.deaths,daily.deaths,lag.cases,daily.cases,rollave7.deaths,rollave7.cases
2020-02-11,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-11,Washington,1,0,0,0,1,0,0,0
2020-02-12,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-12,Washington,1,0,0,0,1,0,0,0
2020-02-13,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-13,Washington,1,0,0,0,1,0,0,0
2020-02-14,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-14,Washington,1,0,0,0,1,0,0,0
2020-02-15,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-15,Washington,1,0,0,0,1,0,0,0
2020-02-16,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-16,Washington,1,0,0,0,1,0,0,0
2020-02-17,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-17,Washington,1,0,0,0,1,0,0,0
2020-02-18,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-18,Washington,1,0,0,0,1,0,0,0
2020-02-19,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-19,Washington,1,0,0,0,1,0,0,0
2020-02-20,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-20,Washington,1,0,0,0,1,0,0,0
2020-02-21,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-21,Washington,1,0,0,0,1,0,0,0
2020-02-22,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-22,Washington,1,0,0,0,1,0,0,0
2020-02-23,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-23,Washington,1,0,0,0,1,0,0,0
2020-02-24,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-24,Washington,5,0,0,0,1,4,0,0.5714285714285714
2020-02-25,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-25,Washington,5,0,0,0,5,0,0,0.5714285714285714
2020-02-26,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-26,Washington,5,0,0,0,5,0,0,0.5714285714285714
2020-02-27,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-27,Washington,5,0,0,0,5,0,0,0.5714285714285714
2020-02-28,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-28,Washington,7,0,0,0,5,2,0,0.8571428571428571
2020-02-29,Los_Angeles,1,0,0,0,1,0,0,0
2020-02-29,Washington,10,1,0,1,7,3,0.14285714285714285,1.2857142857142858
2020-03-01,Los_Angeles,1,0,0,0,1,0,0,0
2020-03-01,New York,1,0,NA,NA,NA,NA,NA,NA
2020-03-01,Washington,17,3,1,2,10,7,0.42857142857142855,2.2857142857142856
2020-03-02,Los_Angeles,1,0,0,0,1,0,0,0
2020-03-02,Atlanta,2,0,NA,NA,NA,NA,NA,NA
2020-03-02,New York,1,0,0,0,1,0,NA,NA
2020-03-02,Washington,23,6,3,3,17,6,0.8571428571428571,2.5714285714285716
2020-03-03,Los_Angeles,1,0,0,0,1,0,0,0
2020-03-03,Atlanta,2,0,0,0,2,0,NA,NA
2020-03-03,New York,2,0,0,0,1,1,NA,NA
2020-03-03,Washington,32,10,6,4,23,9,1.4285714285714286,3.857142857142857
2020-03-04,Los_Angeles,7,0,0,0,1,6,0,0.8571428571428571
2020-03-04,Atlanta,2,0,0,0,2,0,NA,NA
2020-03-04,New York,2,0,0,0,2,0,NA,NA
2020-03-04,Washington,47,11,10,1,32,15,1.5714285714285714,6
2020-03-05,Los_Angeles,11,0,0,0,7,4,0,1.4285714285714286
2020-03-05,DMV,3,0,NA,NA,NA,NA,NA,NA
2020-03-05,Atlanta,2,0,0,0,2,0,NA,NA
2020-03-05,New York,4,0,0,0,2,2,NA,NA
2020-03-05,Washington,75,11,11,0,47,28,1.5714285714285714,10
2020-03-06,Los_Angeles,13,0,0,0,11,2,0,1.7142857142857142
2020-03-06,DMV,3,0,0,0,3,0,NA,NA
2020-03-06,Atlanta,2,0,0,0,2,0,NA,NA
2020-03-06,New York,5,0,0,0,4,1,NA,NA
2020-03-06,Washington,86,12,11,1,75,11,1.7142857142857142,11.285714285714286
2020-03-07,Los_Angeles,14,0,0,0,13,1,0,1.8571428571428572
2020-03-07,DMV,5,0,0,0,3,2,NA,NA
2020-03-07,Atlanta,5,0,0,0,2,3,NA,NA
2020-03-07,New York,12,0,0,0,5,7,NA,NA
2020-03-07,Vermont,1,0,NA,NA,NA,NA,NA,NA
2020-03-07,Washington,110,16,12,4,86,24,2.142857142857143,14.285714285714286
2020-03-08,Los_Angeles,14,0,0,0,14,0,0,1.8571428571428572
2020-03-08,DMV,7,0,0,0,5,2,NA,NA
2020-03-08,Atlanta,8,0,0,0,5,3,NA,NA
2020-03-08,New York,14,0,0,0,12,2,0,1.8571428571428572
2020-03-08,Vermont,1,0,0,0,1,0,NA,NA
2020-03-08,Washington,141,19,16,3,110,31,2.2857142857142856,17.714285714285715
2020-03-09,Los_Angeles,19,0,0,0,14,5,0,2.5714285714285716
2020-03-09,DMV,13,0,0,0,7,6,NA,NA
2020-03-09,Atlanta,11,0,0,0,8,3,0,1.2857142857142858
2020-03-09,New York,20,0,0,0,14,6,0,2.7142857142857144
2020-03-09,Vermont,1,0,0,0,1,0,NA,NA
2020-03-09,Washington,179,22,19,3,141,38,2.2857142857142856,22.285714285714285
2020-03-10,Los_Angeles,20,0,0,0,19,1,0,2.7142857142857144
2020-03-10,DMV,18,0,0,0,13,5,NA,NA
2020-03-10,Atlanta,15,0,0,0,11,4,0,1.8571428571428572
2020-03-10,New York,37,0,0,0,20,17,0,5
2020-03-10,Philadelphia,1,0,NA,NA,NA,NA,NA,NA
2020-03-10,Vermont,1,0,0,0,1,0,NA,NA
2020-03-10,Washington,279,24,22,2,179,100,2,35.285714285714285
2020-03-11,Los_Angeles,28,1,0,1,20,8,0.14285714285714285,3
2020-03-11,DMV,29,0,0,0,18,11,NA,NA
2020-03-11,Atlanta,18,0,0,0,15,3,0,2.2857142857142856
2020-03-11,New York,52,0,0,0,37,15,0,7.142857142857143
2020-03-11,Philadelphia,1,0,0,0,1,0,NA,NA
2020-03-11,Vermont,2,0,0,0,1,1,NA,NA
2020-03-11,Washington,338,29,24,5,279,59,2.5714285714285716,41.57142857142857
2020-03-12,Los_Angeles,32,1,1,0,28,4,0.14285714285714285,3
2020-03-12,DMV,30,0,0,0,29,1,0,3.857142857142857
2020-03-12,Atlanta,18,1,0,1,18,0,0.14285714285714285,2.2857142857142856
2020-03-12,New York,96,0,0,0,52,44,0,13.142857142857142
2020-03-12,Philadelphia,1,0,0,0,1,0,NA,NA
2020-03-12,Vermont,2,0,0,0,2,0,NA,NA
2020-03-12,Washington,419,32,29,3,338,81,3,49.142857142857146
2020-03-13,Los_Angeles,40,1,1,0,32,8,0.14285714285714285,3.857142857142857
2020-03-13,DMV,41,0,0,0,30,11,0,5.428571428571429
2020-03-13,Atlanta,18,1,1,0,18,0,0.14285714285714285,2.2857142857142856
2020-03-13,New York,155,0,0,0,96,59,0,21.428571428571427
2020-03-13,Philadelphia,3,0,0,0,1,2,NA,NA
2020-03-13,Vermont,2,0,0,0,2,0,NA,NA
2020-03-13,Washington,511,37,32,5,419,92,3.5714285714285716,60.714285714285715
2020-03-14,Los_Angeles,53,1,1,0,40,13,0.14285714285714285,5.571428571428571
2020-03-14,DMV,61,0,0,0,41,20,0,8
2020-03-14,Atlanta,36,1,1,0,18,18,0.14285714285714285,4.428571428571429
2020-03-14,New York,269,1,0,1,155,114,0.14285714285714285,36.714285714285715
2020-03-14,Philadelphia,4,0,0,0,3,1,NA,NA
2020-03-14,Vermont,5,0,0,0,2,3,0,0.5714285714285714
2020-03-14,Washington,609,40,37,3,511,98,3.4285714285714284,71.28571428571429
2020-03-15,Los_Angeles,69,1,1,0,53,16,0.14285714285714285,7.857142857142857
2020-03-15,DMV,67,0,0,0,61,6,0,8.571428571428571
2020-03-15,Atlanta,49,1,1,0,36,13,0.14285714285714285,5.857142857142857
2020-03-15,New York,330,5,1,4,269,61,0.7142857142857143,45.142857142857146
2020-03-15,Philadelphia,8,0,0,0,4,4,NA,NA
2020-03-15,Vermont,8,0,0,0,5,3,0,1
2020-03-15,Washington,675,42,40,2,609,66,3.2857142857142856,76.28571428571429
2020-03-16,Los_Angeles,94,1,1,0,69,25,0.14285714285714285,10.714285714285714
2020-03-16,DMV,77,0,0,0,67,10,0,9.142857142857142
2020-03-16,Atlanta,59,1,1,0,49,10,0.14285714285714285,6.857142857142857
2020-03-16,New York,464,7,5,2,330,134,1,63.42857142857143
2020-03-16,Philadelphia,8,0,0,0,8,0,NA,NA
2020-03-16,Vermont,12,0,0,0,8,4,0,1.5714285714285714
2020-03-16,Washington,794,48,42,6,675,119,3.7142857142857144,87.85714285714286
2020-03-17,Los_Angeles,144,1,1,0,94,50,0.14285714285714285,17.714285714285715
2020-03-17,DMV,107,0,0,0,77,30,0,12.714285714285714
2020-03-17,Atlanta,73,1,1,0,59,14,0.14285714285714285,8.285714285714286
2020-03-17,New York,645,10,7,3,464,181,1.4285714285714286,86.85714285714286
2020-03-17,Philadelphia,10,0,0,0,8,2,0,1.2857142857142858
2020-03-17,Vermont,14,0,0,0,12,2,0,1.8571428571428572
2020-03-17,Washington,908,54,48,6,794,114,4.285714285714286,89.85714285714286
2020-03-18,Los_Angeles,190,1,1,0,144,46,0,23.142857142857142
2020-03-18,DMV,130,1,0,1,107,23,0.14285714285714285,14.428571428571429
2020-03-18,Atlanta,96,1,1,0,73,23,0.14285714285714285,11.142857142857142
2020-03-18,New York,1339,20,10,10,645,694,2.857142857142857,183.85714285714286
2020-03-18,Philadelphia,17,0,0,0,10,7,0,2.2857142857142856
2020-03-18,Vermont,19,0,0,0,14,5,0,2.4285714285714284
2020-03-18,Washington,1026,68,54,14,908,118,5.571428571428571,98.28571428571429
2020-03-19,Los_Angeles,231,2,1,1,190,41,0.14285714285714285,28.428571428571427
2020-03-19,DMV,181,1,1,0,130,51,0.14285714285714285,21.571428571428573
2020-03-19,Atlanta,128,3,1,2,96,32,0.2857142857142857,15.714285714285714
2020-03-19,New York,2468,22,20,2,1339,1129,3.142857142857143,338.85714285714283
2020-03-19,Philadelphia,33,0,0,0,17,16,0,4.571428571428571
2020-03-19,Vermont,22,2,0,2,19,3,0.2857142857142857,2.857142857142857
2020-03-19,Washington,1228,75,68,7,1026,202,6.142857142857143,115.57142857142857
2020-03-20,Los_Angeles,292,2,2,0,231,61,0.14285714285714285,36
2020-03-20,DMV,225,2,1,1,181,44,0.2857142857142857,26.285714285714285
2020-03-20,Atlanta,186,4,3,1,128,58,0.42857142857142855,24
2020-03-20,New York,4408,43,22,21,2468,1940,6.142857142857143,607.5714285714286
2020-03-20,Philadelphia,42,0,0,0,33,9,0,5.571428571428571
2020-03-20,Vermont,29,2,2,0,22,7,0.2857142857142857,3.857142857142857
2020-03-20,Washington,1404,83,75,8,1228,176,6.571428571428571,127.57142857142857
2020-03-21,Los_Angeles,351,4,2,2,292,59,0.42857142857142855,42.57142857142857
2020-03-21,DMV,294,4,2,2,225,69,0.5714285714285714,33.285714285714285
2020-03-21,Atlanta,198,8,4,4,186,12,1,23.142857142857142
2020-03-21,New York,6211,60,43,17,4408,1803,8.428571428571429,848.8571428571429
2020-03-21,Philadelphia,69,0,0,0,42,27,0,9.285714285714286
2020-03-21,Vermont,49,2,2,0,29,20,0.2857142857142857,6.285714285714286
2020-03-21,Washington,1655,95,83,12,1404,251,7.857142857142857,149.42857142857142
2020-03-22,Los_Angeles,421,5,4,1,351,70,0.5714285714285714,50.285714285714285
2020-03-22,DMV,353,5,4,1,294,59,0.7142857142857143,40.857142857142854
2020-03-22,Atlanta,231,8,8,0,198,33,1,26
2020-03-22,New York,9045,99,60,39,6211,2834,13.428571428571429,1245
2020-03-22,Philadelphia,91,0,0,0,69,22,0,11.857142857142858
2020-03-22,Vermont,52,2,2,0,49,3,0.2857142857142857,6.285714285714286
2020-03-22,Washington,1844,97,95,2,1655,189,7.857142857142857,167
2020-03-23,Los_Angeles,536,7,5,2,421,115,0.8571428571428571,63.142857142857146
2020-03-23,DMV,413,5,5,0,353,60,0.7142857142857143,48
2020-03-23,Atlanta,305,8,8,0,231,74,1,35.142857142857146
2020-03-23,New York,12305,131,99,32,9045,3260,17.714285714285715,1691.5714285714287
2020-03-23,Philadelphia,128,0,0,0,91,37,0,17.142857142857142
2020-03-23,Vermont,75,2,2,0,52,23,0.2857142857142857,9
2020-03-23,Washington,2101,110,97,13,1844,257,8.857142857142858,186.71428571428572
2020-03-24,Los_Angeles,662,11,7,4,536,126,1.4285714285714286,74
2020-03-24,DMV,505,6,5,1,413,92,0.8571428571428571,56.857142857142854
2020-03-24,Atlanta,388,9,8,1,305,83,1.1428571428571428,45
2020-03-24,New York,14905,192,131,61,12305,2600,26,2037.142857142857
2020-03-24,Philadelphia,177,0,0,0,128,49,0,23.857142857142858
2020-03-24,Vermont,116,7,2,5,75,41,1,14.571428571428571
2020-03-24,Washington,2392,123,110,13,2101,291,9.857142857142858,212
2020-03-25,Los_Angeles,799,13,11,2,662,137,1.7142857142857142,87
2020-03-25,DMV,647,7,6,1,505,142,0.8571428571428571,73.85714285714286
2020-03-25,Atlanta,438,9,9,0,388,50,1.1428571428571428,48.857142857142854
2020-03-25,New York,20011,280,192,88,14905,5106,37.142857142857146,2667.4285714285716
2020-03-25,Philadelphia,257,1,0,1,177,80,0.14285714285714285,34.285714285714285
2020-03-25,Vermont,146,7,7,0,116,30,1,18.142857142857142
2020-03-25,Washington,2585,130,123,7,2392,193,8.857142857142858,222.71428571428572
2020-03-26,Los_Angeles,1216,21,13,8,799,417,2.7142857142857144,140.71428571428572
2020-03-26,DMV,862,7,7,0,647,215,0.8571428571428571,97.28571428571429
2020-03-26,Atlanta,487,9,9,0,438,49,0.8571428571428571,51.285714285714285
2020-03-26,New York,23112,365,280,85,20011,3101,49,2949.1428571428573
2020-03-26,Philadelphia,402,1,1,0,257,145,0.14285714285714285,52.714285714285715
2020-03-26,Vermont,173,9,7,2,146,27,1,21.571428571428573
2020-03-26,Washington,3143,152,130,22,2585,558,11,273.57142857142856
2020-03-27,Los_Angeles,1465,27,21,6,1216,249,3.5714285714285716,167.57142857142858
2020-03-27,DMV,1018,9,7,2,862,156,1,113.28571428571429
2020-03-27,Atlanta,729,19,9,10,487,242,2.142857142857143,77.57142857142857
2020-03-27,New York,25399,450,365,85,23112,2287,58.142857142857146,2998.714285714286
2020-03-27,Philadelphia,530,2,1,1,402,128,0.2857142857142857,69.71428571428571
2020-03-27,Vermont,201,10,9,1,173,28,1.1428571428571428,24.571428571428573
2020-03-27,Washington,3727,179,152,27,3143,584,13.714285714285714,331.85714285714283
2020-03-28,Los_Angeles,1804,33,27,6,1465,339,4.142857142857143,207.57142857142858
2020-03-28,DMV,1249,11,9,2,1018,231,1,136.42857142857142
2020-03-28,Atlanta,809,25,19,6,729,80,2.4285714285714284,87.28571428571429
2020-03-28,New York,30766,672,450,222,25399,5367,87.42857142857143,3507.8571428571427
2020-03-28,Philadelphia,709,5,2,3,530,179,0.7142857142857143,91.42857142857143
2020-03-28,Vermont,227,12,10,2,201,26,1.4285714285714286,25.428571428571427
2020-03-28,Washington,4153,193,179,14,3727,426,14,356.85714285714283
2020-03-29,Los_Angeles,2136,37,33,4,1804,332,4.571428571428571,245
2020-03-29,DMV,1427,13,11,2,1249,178,1.1428571428571428,153.42857142857142
2020-03-29,Atlanta,926,24,25,-1,809,117,2.2857142857142856,99.28571428571429
2020-03-29,New York,33768,776,672,104,30766,3002,96.71428571428571,3531.8571428571427
2020-03-29,Philadelphia,865,5,5,0,709,156,0.7142857142857143,110.57142857142857
2020-03-29,Vermont,251,12,12,0,227,24,1.4285714285714286,28.428571428571427
2020-03-29,Washington,4634,209,193,16,4153,481,16,398.57142857142856
2020-03-30,Los_Angeles,2474,44,37,7,2136,338,5.285714285714286,276.85714285714283
2020-03-30,DMV,1730,22,13,9,1427,303,2.4285714285714284,188.14285714285714
2020-03-30,Atlanta,1047,30,24,6,926,121,3.142857142857143,106
2020-03-30,New York,38087,914,776,138,33768,4319,111.85714285714286,3683.1428571428573
2020-03-30,Philadelphia,1072,7,5,2,865,207,1,134.85714285714286
2020-03-30,Vermont,277,12,12,0,251,26,1.4285714285714286,28.857142857142858
2020-03-30,Washington,4936,221,209,12,4634,302,15.857142857142858,405
2020-03-31,Los_Angeles,3011,54,44,10,2474,537,6.142857142857143,335.57142857142856
2020-03-31,DMV,1927,23,22,1,1730,197,2.4285714285714284,203.14285714285714
2020-03-31,Atlanta,1246,35,30,5,1047,199,3.7142857142857144,122.57142857142857
2020-03-31,New York,43139,1096,914,182,38087,5052,129.14285714285714,4033.4285714285716
2020-03-31,Philadelphia,1315,14,7,7,1072,243,2,162.57142857142858
2020-03-31,Vermont,305,13,12,1,277,28,0.8571428571428571,27
2020-03-31,Washington,5061,226,221,5,4936,125,14.714285714285714,381.2857142857143
2020-04-01,Los_Angeles,3518,65,54,11,3011,507,7.428571428571429,388.42857142857144
2020-04-01,DMV,2275,29,23,6,1927,348,3.142857142857143,232.57142857142858
2020-04-01,Atlanta,1302,39,35,4,1246,56,4.285714285714286,123.42857142857143
2020-04-01,New York,47440,1374,1096,278,43139,4301,156.28571428571428,3918.4285714285716
2020-04-01,Philadelphia,1478,14,14,0,1315,163,1.8571428571428572,174.42857142857142
2020-04-01,Vermont,330,16,13,3,305,25,1.2857142857142858,26.285714285714285
2020-04-01,Washington,5588,250,226,24,5061,527,17.142857142857142,429
2020-04-02,Los_Angeles,4045,78,65,13,3518,527,8.142857142857142,404.14285714285717
2020-04-02,DMV,2601,35,29,6,2275,326,4,248.42857142857142
2020-04-02,Atlanta,1497,48,39,9,1302,195,5.571428571428571,144.28571428571428
2020-04-02,New York,51810,1562,1374,188,47440,4370,171,4099.714285714285
2020-04-02,Philadelphia,1852,14,14,0,1478,374,1.8571428571428572,207.14285714285714
2020-04-02,Vermont,338,17,16,1,330,8,1.1428571428571428,23.571428571428573
2020-04-02,Washington,6075,272,250,22,5588,487,17.142857142857142,418.85714285714283
2020-04-03,Los_Angeles,4566,89,78,11,4045,521,8.857142857142858,443
2020-04-03,DMV,3002,46,35,11,2601,401,5.285714285714286,283.42857142857144
2020-04-03,Atlanta,1815,54,48,6,1497,318,5,155.14285714285714
2020-04-03,New York,57160,1867,1562,305,51810,5350,202.42857142857142,4537.285714285715
2020-04-03,Philadelphia,2284,14,14,0,1852,432,1.7142857142857142,250.57142857142858
2020-04-03,Vermont,389,17,17,0,338,51,1,26.857142857142858
2020-04-03,Washington,6490,293,272,21,6075,415,16.285714285714285,394.7142857142857
2020-04-04,Los_Angeles,5277,117,89,28,4566,711,12,496.14285714285717
2020-04-04,DMV,3435,58,46,12,3002,433,6.714285714285714,312.2857142857143
2020-04-04,Atlanta,1951,58,54,4,1815,136,4.714285714285714,163.14285714285714
2020-04-04,New York,63307,2254,1867,387,57160,6147,226,4648.714285714285
2020-04-04,Philadelphia,2610,24,14,10,2284,326,2.7142857142857144,271.57142857142856
2020-04-04,Vermont,461,20,17,3,389,72,1.1428571428571428,33.42857142857143
2020-04-04,Washington,6788,318,293,25,6490,298,17.857142857142858,376.42857142857144
2020-04-05,Los_Angeles,5940,132,117,15,5277,663,13.571428571428571,543.4285714285714
2020-04-05,DMV,3865,67,58,9,3435,430,7.714285714285714,348.2857142857143
2020-04-05,Atlanta,1993,61,58,3,1951,42,5.285714285714286,152.42857142857142
2020-04-05,New York,67552,2472,2254,218,63307,4245,242.28571428571428,4826.285714285715
2020-04-05,Philadelphia,3135,28,24,4,2610,525,3.2857142857142856,324.2857142857143
2020-04-05,Vermont,512,22,20,2,461,51,1.4285714285714286,37.285714285714285
2020-04-05,Washington,7369,344,318,26,6788,581,19.285714285714285,390.7142857142857
2020-04-06,Los_Angeles,6360,147,132,15,5940,420,14.714285714285714,555.1428571428571
2020-04-06,DMV,4361,85,67,18,3865,496,9,375.85714285714283
2020-04-06,Atlanta,2170,69,61,8,1993,177,5.571428571428571,160.42857142857142
2020-04-06,New York,68776,3485,2472,1013,67552,1224,367.2857142857143,4384.142857142857
2020-04-06,Philadelphia,3611,28,28,0,3135,476,3,362.7142857142857
2020-04-06,Vermont,543,23,22,1,512,31,1.5714285714285714,38
2020-04-06,Washington,8384,383,344,39,7369,1015,23.142857142857142,492.57142857142856
2020-04-07,Los_Angeles,6910,169,147,22,6360,550,16.428571428571427,557
2020-04-07,DMV,4840,91,85,6,4361,479,9.714285714285714,416.14285714285717
2020-04-07,Atlanta,2424,79,69,10,2170,254,6.285714285714286,168.28571428571428
2020-04-07,New York,76876,4009,3485,524,68776,8100,416.14285714285717,4819.571428571428
2020-04-07,Philadelphia,4012,58,28,30,3611,401,6.285714285714286,385.2857142857143
2020-04-07,Vermont,575,23,23,0,543,32,1.4285714285714286,38.57142857142857
2020-04-07,Washington,8682,409,383,26,8384,298,26.142857142857142,517.2857142857143
2020-04-08,Los_Angeles,7530,198,169,29,6910,620,19,573.1428571428571
2020-04-08,DMV,5810,110,91,19,4840,970,11.571428571428571,505
2020-04-08,Atlanta,2601,83,79,4,2424,177,6.285714285714286,185.57142857142858
2020-04-08,New York,81803,4571,4009,562,76876,4927,456.7142857142857,4909
2020-04-08,Philadelphia,4456,86,58,28,4012,444,10.285714285714286,425.42857142857144
2020-04-08,Vermont,605,23,23,0,575,30,1,39.285714285714285
2020-04-08,Washington,9097,430,409,21,8682,415,25.714285714285715,501.2857142857143
2020-04-09,Los_Angeles,7955,223,198,25,7530,425,20.714285714285715,558.5714285714286
2020-04-09,DMV,6445,130,110,20,5810,635,13.571428571428571,549.1428571428571
2020-04-09,Atlanta,2755,93,83,10,2601,154,6.428571428571429,179.71428571428572
2020-04-09,New York,87028,5150,4571,579,81803,5225,512.5714285714286,5031.142857142857
2020-04-09,Philadelphia,5029,86,86,0,4456,573,10.285714285714286,453.85714285714283
2020-04-09,Vermont,628,23,23,0,605,23,0.8571428571428571,41.42857142857143
2020-04-09,Washington,9608,456,430,26,9097,511,26.285714285714285,504.7142857142857
2020-04-10,Los_Angeles,8430,241,223,18,7955,475,21.714285714285715,552
2020-04-10,DMV,7261,153,130,23,6445,816,15.285714285714286,608.4285714285714
2020-04-10,Atlanta,2924,96,93,3,2755,169,6,158.42857142857142
2020-04-10,New York,92384,5663,5150,513,87028,5356,542.2857142857143,5032
2020-04-10,Philadelphia,5521,110,86,24,5029,492,13.714285714285714,462.42857142857144
2020-04-10,Vermont,679,24,23,1,628,51,1,41.42857142857143
2020-04-10,Washington,9887,483,456,27,9608,279,27.142857142857142,485.2857142857143
2020-04-11,Los_Angeles,8873,265,241,24,8430,443,21.142857142857142,513.7142857142857
2020-04-11,DMV,8094,176,153,23,7261,833,16.857142857142858,665.5714285714286
2020-04-11,Atlanta,2999,96,96,0,2924,75,5.428571428571429,149.71428571428572
2020-04-11,New York,98308,6202,5663,539,92384,5924,564,5000.142857142857
2020-04-11,Philadelphia,6022,130,110,20,5521,501,15.142857142857142,487.42857142857144
2020-04-11,Vermont,711,25,24,1,679,32,0.7142857142857143,35.714285714285715
2020-04-11,Washington,10224,498,483,15,9887,337,25.714285714285715,490.85714285714283
2020-04-12,Los_Angeles,9192,296,265,31,8873,319,23.428571428571427,464.57142857142856
2020-04-12,DMV,8550,202,176,26,8094,456,19.285714285714285,669.2857142857143
2020-04-12,Atlanta,3116,99,96,3,2999,117,5.428571428571429,160.42857142857142
2020-04-12,New York,103208,6717,6202,515,98308,4900,606.4285714285714,5093.714285714285
2020-04-12,Philadelphia,6352,128,130,-2,6022,330,14.285714285714286,459.57142857142856
2020-04-12,Vermont,731,27,25,2,711,20,0.7142857142857143,31.285714285714285
2020-04-12,Washington,10411,511,498,13,10224,187,23.857142857142858,434.57142857142856
2020-02-20,Catalunya,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-20,Madrid,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,Catalunya,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,Madrid,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,Catalunya,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,Madrid,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,Catalunya,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,Madrid,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,Catalunya,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,Madrid,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,Catalunya,1,NA,NA,NA,NA,NA,NA,NA
2020-02-25,Madrid,2,NA,NA,NA,NA,NA,NA,NA
2020-02-26,Catalunya,2,NA,NA,NA,1,1,NA,NA
2020-02-26,Madrid,4,NA,NA,NA,2,2,NA,NA
2020-02-27,Catalunya,3,NA,NA,NA,2,1,NA,NA
2020-02-27,Madrid,5,NA,NA,NA,4,1,NA,NA
2020-02-28,Catalunya,5,NA,NA,NA,3,2,NA,NA
2020-02-28,Madrid,8,NA,NA,NA,5,3,NA,NA
2020-02-29,Catalunya,6,NA,NA,NA,5,1,NA,NA
2020-02-29,Madrid,10,NA,NA,NA,8,2,NA,NA
2020-03-01,Catalunya,15,NA,NA,NA,6,9,NA,NA
2020-03-01,Madrid,29,NA,NA,NA,10,19,NA,NA
2020-03-02,Catalunya,15,NA,NA,NA,15,0,NA,NA
2020-03-02,Madrid,49,NA,NA,NA,29,20,NA,NA
2020-03-03,Catalunya,15,NA,NA,NA,15,0,NA,2
